"GeneID"	"control_1"	"control_2"	"control_3"	"control_4"	"control_5"	"control_6"	"treatment_1"	"treatment_2"	"treatment_3"	"treatment_4"	"treatment_5"	"treatment_6"
"Zm00001eb270920"	171.57	177.09	122.8	105.97	167.24	169.93	77.83	76.64	116.43	116.65	68.66	71.14
"Zm00001eb271080"	19.42	15.18	18.72	14.46	19.04	30.41	15.35	14.37	20.86	16.89	7.47	11.92
"Zm00001eb271440"	15.57	15.74	28.25	28.31	88.32	75.15	25.21	23.92	21.03	21.45	68.48	64.46
"Zm00001eb271480"	59.95	60.05	18.9	24.73	296.92	264.51	78.87	75.19	46.68	50.36	98.54	103.82
"Zm00001eb271660"	92.65	93.72	30.64	34	81.96	76.56	67.61	73.7	36.95	33.62	50.31	44.75
"Zm00001eb271820"	6.32	6.31	182.58	182.48	9.79	10.66	9.26	10.08	38.95	45.97	5.16	6.84
"Zm00001eb271860"	6.83	7.34	106.79	100.58	11.14	9.62	6.29	6.97	44.09	44.32	14.44	13.23
"Zm00001eb272100"	22.37	21.87	395.18	384.19	29.74	25.86	24.29	24.05	798.46	813.79	45.15	45.01
"Zm00001eb272280"	40.15	39.72	26.46	25.6	22.39	22.93	41.12	45.25	21.71	25.45	33.05	32.37
"Zm00001eb272290"	158.9	148.59	108.89	110.83	199.69	218.16	129.98	131.93	139.01	136.72	158.77	154.22
"Zm00001eb272650"	235.84	244.77	65.32	64.32	162.29	124.75	287.47	261.2	98.16	96.24	277.75	300.45
"Zm00001eb272770"	16.35	15.315	20.275	19.63	14.255	15.125	24.71	26.1	13.705	12.32	41.24	42.285
"Zm00001eb272880"	9.44	8.82	54.71	52.79	14.27	13.77	10.79	11.8	49.1	46.17	15.33	14.29
"Zm00001eb272920"	191.68	183.13	72.03	76.59	175.83	192.75	215.56	221.05	71.79	79.09	113.41	125.58
"Zm00001eb272930"	48.55	53.04	50.19	49.01	47.59	54.53	31.96	40.87	62.66	74	34.71	35.24
"Zm00001eb273020"	44.8	43.78	30.67	37.51	44.3	46.37	56.83	49.8	42.77	39.29	52.05	51.98
"Zm00001eb273170"	15.64	13.45	20.95	32.39	19.21	21.79	22.98	21	74.47	64.5	14.57	16.96
"Zm00001eb273360"	24.45	24.21	1.76	2.48	19.23	19.27	25.64	24.89	1.16	1.5	12.7	11.63
"Zm00001eb273380"	19.27	22.48	2807.46	2760.35	60.11	60.2	50.6	55.15	959.81	954.76	176.73	173.1
"Zm00001eb273390"	14.08	12.28	14.75	15.74	17.01	15.99	9.65	9.31	18.2	19.53	15.98	17.3
"Zm00001eb273610"	65.44	74.27	24.14	25.82	30.39	42.7	71.7	75.74	32.75	34.39	38.47	34.32
"Zm00001eb273670"	67.54	69.96	34.57	28.31	57.83	45.03	35.9	37.08	31	26.91	13.42	16.42
"Zm00001eb274110"	461.61	448.6	37.76	50.08	387.82	393.32	294.36	283.7	61.77	60.9	143.18	147.53
"Zm00001eb274190"	12.93	10.11	330.06	306.62	15.67	18.52	13.14	12.77	309.68	305.9	22	23.41
"Zm00001eb274290"	18.23	15.81	39.96	42.9	15.26	18.62	23.28	24.89	22.9	19.47	12.59	13.47
"Zm00001eb274630"	7.72	9.81	17.91	17.89	8.68	6.73	12.01	13.65	37.68	32.85	9.04	13.7
"Zm00001eb274950"	33.5	40.48	19.39	13.88	59.32	57.34	25.08	25.47	42.4	34.23	15.82	18.16
"Zm00001eb275140"	8.52	9.44	13.29	11.16	7.3	5.99	18.47	17.39	35.62	40.34	7.98	10.33
"Zm00001eb275230"	26.48	24.22	22.08	16.16	19.85	28.52	24.74	20.78	27.89	29.17	17.49	17.77
"Zm00001eb275390"	59.22	60.21	39.8	44.03	50.89	40.05	79.82	70.26	64.24	65.27	72.84	69.59
"Zm00001eb276170"	11.35	9.22	25.69	22.44	10.55	8.69	7.16	9.14	28.22	27.08	25.49	26.34
"Zm00001eb276190"	2.03	1.54	25.84	18.94	8.58	10.46	2.36	2.49	27.26	23.3	22.08	27.62
"Zm00001eb276760"	14.63	15.61	18.1	24.11	23.73	20.81	29.12	26.06	58.47	57.14	48.68	50.59
"Zm00001eb276860"	368.61	361.58	132.31	134.59	392.78	429.39	367.13	353.33	130.68	132.04	268.23	265.32
"Zm00001eb276990"	3.28	3.04	29.29	28.74	1.73	1.61	10.7	11.74	22.71	22.93	18.16	16.97
"Zm00001eb277000"	18.96	16.65	9.21	9.38	27.35	31.79	17.74	16.55	14.86	15.54	15.07	17.07
"Zm00001eb277050"	1.23	1.25	92.46	92.06	1.44	1.34	8.05	7.83	143.26	147.78	81.19	77.68
"Zm00001eb277280"	1.06	0.18	68.97	71.25	13.52	12.27	1.1	0.73	826.87	812.01	78.36	84.29
"Zm00001eb277320"	357.22	336.65	117.76	112.86	341.53	378.76	339.77	334.49	123.59	116.86	209.67	207.58
"Zm00001eb277330"	104.3	101.18	93.38	85.09	129.76	133.36	81.32	87.96	124.99	126.56	96.63	97.45
"Zm00001eb278070"	37.06	38.22	44.64	47.19	48.36	52.03	48.76	35.53	114.16	108.57	68.53	75.3
"Zm00001eb278110"	60.86	59.49	20.27	26.4	48.86	57.31	55.59	60.08	72.64	76.44	71.94	74.08
"Zm00001eb278140"	23.54	24.28	22.21	22.63	33.16	38.22	34.88	35.56	20.4	23.11	35.01	32.05
"Zm00001eb278300"	5.4	5.65	191.47	193.39	12.55	12.72	5.94	5.26	159.53	151.39	16.68	15.45
"Zm00001eb278510"	14.59	14.79	116.28	112.29	14.61	12.34	23.7	27.89	44.19	40.62	4.51	4.87
"Zm00001eb278610"	150.53	155.41	120.29	105.77	136.31	113.54	163.11	165.15	104.7	96.69	74.96	72.39
"Zm00001eb278760"	22.25	20.79	29.26	29.15	32.22	24.72	21.91	22.6	34.07	41.16	30.79	37.38
"Zm00001eb278930"	19.28	18.3	16.48	14.61	25.3	24.82	23.75	15.46	20.99	20.53	8.68	5.71
"Zm00001eb279060"	82.07	80.75	43.25	38.92	102.35	106.85	68.87	60.56	75.18	82.03	102.26	109.24
"Zm00001eb279710"	0.56	0.49	50.9	48.82	1.05	1.13	0.75	1.49	288.54	297.59	11.68	13.28
"Zm00001eb279780"	89.54	84.76	162.25	163.26	148.43	134.51	121.45	118.09	320.88	317.76	196.15	192.95
"Zm00001eb279840"	69.99	75.65	43.64	42.16	60.59	65.72	75.62	83.05	49.65	49.95	93.46	84.3
"Zm00001eb279900"	5.84	5.93	15	15.87	19.28	22.23	7.81	7.18	18.22	19.08	16.45	16.01
"Zm00001eb279930"	41.14	46.78	27.12	32.45	42.27	44.62	42.84	42.47	8.98	10.1	18.11	23.26
"Zm00001eb280080"	14.85	12.96	226.25	255.14	14.64	14.46	11.59	12.68	118.64	113.9	20.15	24.75
"Zm00001eb280100"	273.17	229.06	297.82	297.17	355.3	379.02	263.44	251.2	217.19	197.65	323.98	314.76
"Zm00001eb280120"	105.71	106.35	25.3	25.76	142.61	145.3	100.15	88.92	34.94	33.78	50.08	53.63
"Zm00001eb280560"	2.81	2.52	413.16	375.23	23.34	23.51	9.15	9.56	104.07	94.18	17.69	22.45
"Zm00001eb280680"	22.47	26.48	13.34	16.86	5.78	5.72	17.95	18.9	5.49	6.3	3.57	3.15
"Zm00001eb280810"	2.81	3.54	51.3	44.93	3.97	5.11	2.72	4.3	38.26	37.08	13.29	10.71
"Zm00001eb280910"	42.08	43.21	101.53	105.22	69.2	67.93	36.34	36.72	71.48	64.02	71.21	65.07
"Zm00001eb281500"	58.96	63.74	46.36	45.66	57.05	62.89	156.3	175.82	209.44	224.41	478.88	472.51
"Zm00001eb281700"	12.6	14.86	14.85	12.13	29.69	27.74	14.05	14.19	12.38	13.89	5.44	5.15
"Zm00001eb281710"	199.36	219.63	150.77	154.16	183.85	169.69	105.87	136.02	160.4	186.44	48.27	47.01
"Zm00001eb281750"	28.32	28.41	42.8	49.61	83.71	83.18	32.99	37.64	53.72	53.26	89.37	86.93
"Zm00001eb281780"	99.71	96.93	45.87	45.14	109.45	106.82	80.83	79.76	57.14	68.13	66.31	66.35
"Zm00001eb281810"	106.29	88.95	69.97	58.21	91.54	107.95	85.12	86.18	55.94	50.88	47.83	47.43
"Zm00001eb282030"	14.12	14.44	57.62	62.87	10.94	8.37	12.75	12.75	53.46	50.38	6.34	8.66
"Zm00001eb282250"	10.71	10.45	133.2	132.13	14.13	15.4	19.81	20.05	41.46	44.96	28.35	28.09
"Zm00001eb282440"	6.53	6.46	76	79.29	7.51	10.16	8.09	8.65	55.99	52.75	13.93	16.21
"Zm00001eb282590"	105.06	109.01	145.6	141.42	113.76	114.23	122.08	129.48	245.87	248.23	122.98	123.93
"Zm00001eb282660"	15.11	12.91	22.55	17.9	14.58	13.91	16.08	16.35	25.5	25.31	7.77	8.79
"Zm00001eb282710"	59.32	59.19	14.18	10.27	114.12	136.62	60.99	66.24	36.54	34.83	53.31	46.68
"Zm00001eb282770"	16.72	17.78	13.66	13.5	14.96	14.4	12.86	14.43	24.52	21.68	20.76	20.32
"Zm00001eb282780"	56.91	56.06	15.22	12.9	34.97	31.61	37.36	33.74	19.78	22.66	19.36	20.73
"Zm00001eb283000"	59.11	59.89	34.29	28.35	35.13	37.87	63.35	64.74	50.2	54.59	61.17	61.85
"Zm00001eb283340"	64.25	57.88	50.34	51.33	91.98	87.3	58.38	56.71	58.34	55.7	58.23	72.39
"Zm00001eb283490"	21.27	21.24	45.91	40.41	74.51	72.63	27.71	31.28	139.16	146.72	344.29	366.48
"Zm00001eb283600"	5.43	3.66	32.38	34.6	4.72	4.32	4.86	4.71	29.36	26.52	10.65	10.4
"Zm00001eb283800"	14.96	15.59	11.92	13.28	18.08	19.57	25.4	24.73	24.71	24.22	36.59	36.32
"Zm00001eb283810"	24.43	22.94	21.78	17.68	21.57	20.97	24.79	28.94	34.21	29.37	51.17	46.59
"Zm00001eb283870"	34.13	37.9	31.04	28.605	69.79	70.36	23.52	21.445	31.76	32.765	18.365	19.9
"Zm00001eb284170"	5.53	7.11	22.55	24.95	38.48	33.84	3.25	6.75	23.2	29.77	19.04	19.32
"Zm00001eb284310"	296.66	291.95	145.48	156.8	172.02	172.66	218.48	223.98	31.91	31.85	81.81	79.73
"Zm00001eb285080"	5.68	6.11	65.83	67.88	6.95	9.11	7.18	5.71	152.84	158.79	26.56	24.66
"Zm00001eb285210"	540.61	524.29	256.42	260.34	406.1	399.34	416.05	420.15	236.69	248.21	131.69	132.86
"Zm00001eb285220"	154.06	153.69	86.81	88.69	147.56	172.64	173.76	181.07	85.56	88.55	85.45	75.81
"Zm00001eb285230"	347.97	323.13	167.69	165.32	279.73	282.6	360.86	368.72	146.55	144.82	133.17	129.72
"Zm00001eb285360"	8.69	8.83	15.55	21.47	13.89	13.21	547.43	556.83	1825.33	1833.5	4934.55	5147.41
"Zm00001eb285610"	137.75	139.73	50.23	46.98	105.86	105.61	162.16	169.26	49.79	50.75	54.72	51.9
"Zm00001eb285660"	12.5	11.95	26.77	26.53	72.15	64.33	12.94	11.63	84.73	88.92	31.41	27.47
"Zm00001eb285690"	38.19	43.54	91.97	93.28	55.03	44.87	39.04	35.87	148.41	142.76	30.65	26.32
"Zm00001eb285830"	5.31	5.04	41.52	44.23	5.24	4.22	5.08	6.31	66.07	63.3	13.24	10.42
"Zm00001eb286310"	143.83	155.02	54.33	67.42	77.21	65.28	182.21	177.06	173.41	168.82	551.69	587.13
"Zm00001eb286350"	27.34	24.81	16.58	21.4	22.71	26.12	27.7	23.43	32.69	28.37	16.88	21.09
"Zm00001eb286480"	12.12	10.86	45.78	50.75	14.3	15.91	19.67	18.56	42.93	40.7	34.77	28.72
"Zm00001eb286820"	69.91	74.97	40.54	38.39	54.68	52.7	42.12	46.4	44.3	43.73	16.22	16.45
"Zm00001eb286930"	2.36	1.85	130.5	117.94	7.07	6.49	3.13	2.93	125.17	123.65	18.25	17.05
"Zm00001eb287080"	14.41	14.08	294.83	282.16	16.96	20.84	26.6	27.65	398.91	395.66	62.75	64.98
"Zm00001eb287090"	34.57	34.7	23.5	24.45	32.53	42.12	19.42	19.42	15.49	15.55	9.59	11.32
"Zm00001eb287520"	29.31	27.91	24.74	22.23	26.72	30.33	25.41	24.73	10.1	12.38	23.42	24.06
"Zm00001eb287550"	194.33	193.26	139.58	127.38	186.43	206.12	148.52	150.59	132.43	139.48	89.67	92.96
"Zm00001eb287570"	51.23	47.73	25.6	22.36	31.62	27.82	29.77	26.45	27.69	31.45	22.23	27.26
"Zm00001eb287600"	21.91	23.3	90.71	84.98	60.16	54.45	40.2	44.15	112.39	116.78	53.87	54.44
"Zm00001eb287610"	120.57	127.64	169.87	165.65	294.42	271.17	141.86	139.2	247.6	258.05	197.31	195.04
"Zm00001eb287770"	27.01	26.23	9902.86	9782.51	45	49.49	24.28	23.05	2555.26	2513.62	40.32	38.84
"Zm00001eb287800"	10.7	11.16	36.56	35.1	12.86	12.96	37.1	39.57	113.63	110.15	130.99	129.82
"Zm00001eb287830"	5.32	4.23	53.01	51.22	11.42	11.3	6.76	7.29	88.57	91.22	46.58	43.96
"Zm00001eb287860"	13.97	14.32	142.71	136.74	20.6	13.27	22.04	20.28	65.98	62.04	29.53	31.92
"Zm00001eb287890"	42.35	41.5	106.86	93.67	91.08	107.73	76.56	80.5	94.64	105.14	112.81	119.85
"Zm00001eb288280"	86.19	84.88	22.7	25.51	39.43	51.7	78.93	72.74	24.98	29.06	52.9	53.2
"Zm00001eb288290"	13.57	15.84	117.3	118.03	33.68	38.76	20.19	22.12	20.66	24.79	22.6	23.88
"Zm00001eb288340"	27.72	32.81	37.85	40.96	39.26	35.47	19.59	19.23	111.84	113.18	20.76	19.48
"Zm00001eb288390"	8.08	7.45	75.06	76.24	5.7	4.02	17.87	19.93	78.41	76.98	72.82	80.75
"Zm00001eb288420"	51.62	49.78	56.4	50.58	57.54	63.6	40.12	39.77	60.95	56.63	30.96	27.74
"Zm00001eb288540"	30.77	30.21	41.32	43.94	31.58	32.03	40.07	42.03	62.65	50.98	60.63	58.15
"Zm00001eb288920"	20.95	23.24	2.74	3.58	27.33	24.49	22.24	24.76	6.12	8.37	70.63	72.53
"Zm00001eb289310"	9.42	9.68	52.29	57.78	12.5	14.45	8.15	8.69	28.57	26.89	8.84	10.31
"Zm00001eb289490"	13.02	14.72	122.13	109.25	20.84	19.82	15.04	18.93	125.7	128.3	82.17	88.99
"Zm00001eb289680"	428.19	399.67	226.97	231.29	311.49	344.61	365.14	340.43	233.38	232.36	129.25	113.72
"Zm00001eb289740"	638.56	661.13	90.13	83.54	198.29	170.62	337.93	325.53	115.28	117.88	111.08	109.04
"Zm00001eb289800"	12.26	10.69	8.03	7.6	10.78	12.74	14.47	15.21	23.48	22.62	28.06	25.13
"Zm00001eb290920"	58.22	59.82	66.88	76.47	96.13	87.63	42.69	47.68	83.75	75.88	41.74	45.9
"Zm00001eb291240"	330.26	314.32	138.24	120.86	228.79	232.54	341	332.32	102.76	103.08	111.47	103.77
"Zm00001eb291360"	35.28	40.76	180.37	185.3	38.84	41.1	48.95	46.7	90.73	93.77	31.04	27.45
"Zm00001eb291460"	11.7	11.08	7.09	6.02	34.23	33.4	12.75	12.75	16.42	14.83	16.58	17.97
"Zm00001eb291480"	16.67	16.84	112.48	112.02	54.75	52.01	20.64	17.62	33.03	35.13	38.46	41.86
"Zm00001eb291530"	44.1	45.01	17.2	21.68	87.7	79.91	72.88	57.17	31.96	30.62	72.73	76.18
"Zm00001eb291540"	1.53	4.39	1.95	1.42	3.03	1.57	39.33	40.64	11.92	11.33	63.07	67.08
"Zm00001eb291670"	14.23	15.61	841.87	822.3	22.95	21.12	10.55	9.92	120.31	120.25	10.52	8.49
"Zm00001eb291730"	2.49	2.39	7.08	8.05	12.98	11.05	18	15.19	5.16	4.49	19.37	19.59
"Zm00001eb291810"	219.07	214.16	418.21	407.75	338.64	380.33	175.72	166.51	685.23	697.12	275.18	285.66
"Zm00001eb291920"	2.75	3.21	85.04	77.56	4.43	7.97	2.28	1.26	51.34	51.87	16.19	13.02
"Zm00001eb292010"	39.22	42.8	15.65	13.96	57.7	46.46	63.34	63.49	28.07	29.7	151.17	137.09
"Zm00001eb292100"	55.28	58.37	87.36	83.79	37.23	44.54	39.36	36.38	44.32	40.48	29.94	26.59
"Zm00001eb292290"	35.81	33.86	109.99	111.19	64.47	74.04	30.58	30.25	64.56	67.89	51.16	51.95
"Zm00001eb292310"	19.27	21.11	67.38	64.67	21.44	26.44	29.53	28.92	83.41	87.84	31.97	30.04
"Zm00001eb292370"	74.82	80.11	43.97	34.93	73.7	81.39	66.23	63.18	48.93	47.59	29.32	43.09
"Zm00001eb292620"	4.74	6.08	129.47	129.865	9.26	8.41	8.225	8.13	123.505	118.58	15.38	13.285
"Zm00001eb292750"	65.88	57.19	22.95	18.99	86.61	90.29	55.6	53.27	38.75	43.29	46.91	49.83
"Zm00001eb292770"	20.35	18.26	40.81	41.15	22.46	26.65	14.19	13.32	33.29	40.03	44.24	44.71
"Zm00001eb292930"	55.41	50.22	68.18	77.12	89.57	103.16	40.87	38.17	100.91	99.32	83.95	91.21
"Zm00001eb293110"	6.44	5.895	16.405	16.55	18.66	22.645	10.67	10.345	0.645	0.395	1.805	1.475
"Zm00001eb293260"	16.05	17.69	357.16	355.68	21.14	23.29	20.72	19.61	165.69	173.33	62.33	58.71
"Zm00001eb293310"	0.81	1.79	126.11	136.84	5.8	6.84	1.69	1.97	199.56	197.65	19.14	17.13
"Zm00001eb293340"	7.27	5.96	22.85	20.14	24.49	25.79	8.05	8.63	37.67	41.87	32.05	32.94
"Zm00001eb293360"	40.2	38.28	45.4	47.39	28.9	26.89	21.7	24.31	46.51	43.86	33.92	30.71
"Zm00001eb293370"	25.23	23.17	21.13	19.44	17.43	19.53	24.7	24.44	29.74	28.75	28.32	27.4
"Zm00001eb293530"	52.9	56.66	13.13	14.41	24.47	26.19	42.36	38.28	10.42	12.14	13.83	13.53
"Zm00001eb293780"	19.6	19.32	26.07	27.07	65.06	58.97	221.43	215.08	58.37	51.08	399.62	378.36
"Zm00001eb293820"	36.96	42.17	103.89	98.69	20.37	24.41	40.91	41.73	109.08	109.34	20.9	27.76
"Zm00001eb294120"	59.5	59.21	43.29	43.41	74.08	62.64	51.55	51.29	43.37	40.17	49.7	54.92
"Zm00001eb294130"	62.34	64.82	13.15	17.56	41.15	47.52	37.33	34.8	27.7	26.08	20.47	18.19
"Zm00001eb294170"	22.79	26.02	11.23	10.58	14.75	12.55	25.74	27.4	9.32	9.98	11.53	11.98
"Zm00001eb294200"	17.1	14.46	36.35	41.36	22.47	16.35	71.07	63.59	229.43	222.23	314.55	313.09
"Zm00001eb294350"	17.57	18.77	21.65	23.09	20.47	20.97	25.29	26.01	78.12	78.44	96.26	95.22
"Zm00001eb294370"	4.06	6.05	132.9	130.52	6.88	5.71	3.31	3.31	185.78	186.58	20.18	20.7
"Zm00001eb294420"	435.26	423.26	148.82	147.09	275.4	298.98	316.92	326.25	148.95	149.55	138.99	130.56
"Zm00001eb294430"	35.96	34.73	36.81	33.24	44.635	42.955	23.73	27.725	54.535	54.23	30.67	34.585
"Zm00001eb294570"	17.74	18.06	14.5	13.02	20.49	22.26	17.31	18.48	24.03	26.12	15.39	22.62
"Zm00001eb294580"	19.67	17.87	41.02	35.07	36.48	40.47	40.63	39.98	79.14	84.55	82.37	81.58
"Zm00001eb294720"	10.87	10.85	480.53	482.62	8.04	10.28	11.47	9.86	191.52	193.88	22.79	25.11
"Zm00001eb294790"	47.79	51.96	8	7.11	36.68	30.4	33.21	32.75	21.65	17.67	32.18	28.7
"Zm00001eb294870"	1.74	1.73	139.03	135.7	29.11	25.13	14.17	11.11	113.2	114.36	41.37	47.91
"Zm00001eb294880"	0.93	0.47	2.49	0.36	1.41	3.29	10.13	9.89	33.91	29.42	85.57	82.42
"Zm00001eb294980"	68.57	69.25	119.87	115.75	49.61	52.57	69.23	69.15	139.94	143.11	71.22	72.98
"Zm00001eb294990"	217.83	211.92	45.71	46.46	167.11	163.76	170.4	182.87	55.13	55.29	52.86	52.59
"Zm00001eb295050"	163.76	177.78	91.44	95.38	185.43	201.18	194.1	177.27	92.15	85.54	80.33	82.71
"Zm00001eb295610"	4.12	5.59	1563.13	1566.12	29.58	25.1	9.49	11.7	497.92	499.32	35.2	33.52
"Zm00001eb295670"	2.63	5.68	48.53	46.03	7.96	9.61	4.54	3.52	95.92	95.24	13.52	13.72
"Zm00001eb295710"	27.22	28.73	19.59	21.02	28.66	22.16	18.03	19.65	21.73	17.52	21.74	19.3
"Zm00001eb295750"	421.93	421.47	176.85	179.02	303	278.54	1085.08	1070.48	166.41	166.96	829.75	834.16
"Zm00001eb295890"	182.69	164.99	138.72	128.97	118.4	119.29	193.01	193.17	146.44	146.09	189.41	182.15
"Zm00001eb296000"	14.8	15.13	216.53	209.25	28.58	30.85	35.34	36.16	161.16	158.75	75.08	62.83
"Zm00001eb296060"	14.27	14.595	9.93	11.04	25.98	24.955	18.39	21.25	20.405	21.725	18.145	18.995
"Zm00001eb296090"	32.79	40.55	6399.03	6229.98	131.86	107.74	179.05	191.97	1770.27	1811.14	191.5	201
"Zm00001eb296340"	18.53	17.92	24.31	24.78	12.36	11.96	70.13	66.82	55.5	58.66	89.86	89.88
"Zm00001eb296400"	6.65	8.72	84.6	81.72	8.35	14.97	12.05	12.55	32.98	28.6	5.97	8.43
"Zm00001eb296420"	11.71	11.25	59.58	56.33	17.81	7.57	14.95	14.88	15.32	15.47	15.31	16
"Zm00001eb296550"	157.71	156.98	100.84	103.94	175.62	194.22	128.54	130.15	91.85	91.25	47.1	47.96
"Zm00001eb296580"	350.2	354.89	145.61	157.27	277.41	298.83	213.16	217.13	187.73	200.03	116.99	121.37
"Zm00001eb296680"	2.32	3.16	194.29	191.29	2.8	2.85	3.46	4.04	93.85	96.87	13.05	12.83
"Zm00001eb296700"	77.54	88.74	44.75	51.43	69.84	74.54	81.66	85.3	44.76	53.35	34.17	36.71
"Zm00001eb296870"	44.55	45.32	6.3	7.45	21.26	22.44	50.27	49.48	3.94	3.69	17.58	16.84
"Zm00001eb296990"	210.98	211.94	15.29	13.97	102.41	108.52	362.76	365.85	23.65	20.38	13.96	16.87
"Zm00001eb297070"	27.61	30.15	17.3	16.52	29.97	31.77	31.13	31.33	25.8	24.4	31.61	31.17
"Zm00001eb297110"	17.7	14.72	42.95	55.76	17.77	21.26	12.93	13.81	27.31	27.59	6.15	5.49
"Zm00001eb297120"	10.2	11.33	422.29	434.12	5.57	5.21	7.67	9.13	228.72	237.42	6.53	6.99
"Zm00001eb297160"	71.64	68.46	51.57	54.32	50	48.2	80.12	78.66	81.09	80.97	49.59	60.47
"Zm00001eb297290"	46.1	50.9	16.59	18.54	40.61	46.47	64.34	56.35	25.39	25.09	64.58	68.24
"Zm00001eb297620"	0.38	0.96	127.98	125.15	2.67	2.57	0.78	0.59	83.36	76.51	11.04	16.37
"Zm00001eb297640"	48.87	46.29	35.1	34.44	59.89	61.54	46.27	41.99	44.01	39.72	43.6	42.89
"Zm00001eb297860"	13.33	13.12	9.36	11.45	20.95	27.27	12.33	14.05	12.27	13.12	16.98	14.6
"Zm00001eb297970"	25.58	25	46.82	44.15	23.28	25.67	34.52	32.48	43.86	40.2	25.75	26.01
"Zm00001eb297980"	39.98	39.98	43.49	40.74	32.95	34.97	28.69	30	29.89	33.01	18.78	21.32
"Zm00001eb297990"	10.15	10.75	22.71	23.12	16.51	16.76	8.76	8.31	24.41	19.28	21.93	21.53
"Zm00001eb298350"	99.12	94.54	189.57	200.87	96.38	72.57	122.3	120	121.3	118.51	107.63	107.58
"Zm00001eb298940"	11.67	12.65	51.14	50.41	14.58	14.5	13.65	16.59	31.65	28.25	15.39	14.53
"Zm00001eb299240"	4.19	4.66	16.8	15.09	8.26	8.05	4.34	6.56	100.68	114.33	162.8	166.89
"Zm00001eb299550"	53.04	48.22	85.18	89.85	45.87	51.12	37.7	34.08	260.36	251.82	45.66	42.4
"Zm00001eb299760"	5.45	6.92	1124.78	1112.78	27.36	21.26	10.69	9.08	249.86	260.1	16.61	15.76
"Zm00001eb299980"	10.43	15.99	2640.16	2586.19	30.66	29.61	24.91	24.19	756.99	745.53	46.18	45.27
"Zm00001eb299990"	17.08	22.42	5019.18	4935.24	59.87	44.76	45.5	43.27	1443.38	1424.62	82.58	84.5
"Zm00001eb300010"	1.21	0.82	12.59	11.51	12.41	11.5	1.26	1.41	41.02	38.8	41.75	40.96
"Zm00001eb300130"	1.08	0.68	394.69	376.45	7.35	6	2.04	1.73	155.04	161.36	57.73	63.92
"Zm00001eb300280"	0.85	0.11	39.98	43.06	6.82	3.75	1.61	1.61	22.92	24.7	38.12	45.62
"Zm00001eb300320"	12.17	12.04	27.77	31.89	35.55	34.04	14.58	10.51	66.81	71.93	35.15	37.71
"Zm00001eb300730"	8.54	9.85	57.21	58.96	11.98	14.31	38.55	33.44	56.24	53.28	27.72	28.82
"Zm00001eb300750"	17.66	17.63	36.56	38.1	10.12	13.77	13.49	15.73	22.95	20.24	11.12	11.28
"Zm00001eb300890"	174.07	173.01	287.6	281.16	230.01	211.09	142.77	156.15	297.91	311.18	307.86	311.67
"Zm00001eb300960"	49.56	47.5	47.21	46.42	28.76	30.52	52.85	49.64	32.39	30.37	24.25	22.72
"Zm00001eb300990"	22.62	20.92	882.78	855.58	19.61	22.75	36.19	28.45	513.3	521.36	26.48	30.06
"Zm00001eb301050"	12.31	13.01	29.05	32.39	24.02	19.4	8.33	10.38	32.66	32.8	37.89	38.24
"Zm00001eb301060"	193.07	194.71	29.48	29.27	138.45	122.57	233.77	232.43	35.33	34.25	120.7	118.89
"Zm00001eb301210"	16.27	15.78	90.43	86.76	25.1	23.41	10.45	13.03	57.74	59.16	10.76	10.63
"Zm00001eb301430"	16.6	15.24	70.45	68.55	23.81	22.12	20.6	20.26	41.07	44.01	36.89	33.65
"Zm00001eb301520"	21.31	20.91	22.14	20.61	20.47	19.25	23.42	21.03	15.31	15	29.99	27.41
"Zm00001eb301540"	22.76	20.04	55.71	53.86	15.32	12.86	17.62	15.25	57.04	57.98	18.44	17.75
"Zm00001eb301590"	19.74	20.14	13.57	8.89	10.09	12.18	137.51	140.36	17.44	17.39	35.14	37.84
"Zm00001eb301720"	1.57	0.72	85.86	83.44	6.35	3.98	0.86	0.97	119.91	126	9.89	10.48
"Zm00001eb301730"	24.63	22.07	49.66	48.24	27.27	24.05	23.34	23.88	58.15	55.09	20.46	15.22
"Zm00001eb301890"	54.66	52.04	35.96	35.83	53.83	47.61	30.63	27.04	12.11	14.7	6.12	6.69
"Zm00001eb302140"	274.85	294.57	128.39	123.1	262.04	260.38	214.25	239.13	318.91	309.74	272.75	275.19
"Zm00001eb302190"	74.78	77.3	16.11	18.82	42.34	37.27	62.69	67.09	26.29	25.96	56.88	62.82
"Zm00001eb302250"	1209.65	1247.12	10.79	14.49	204.42	170.48	260.57	258.3	9.3	10.74	26.81	27.11
"Zm00001eb302360"	33.12	28.77	102.25	109.14	36.86	32.34	26.77	31.01	40.31	33.32	44.57	47.35
"Zm00001eb302400"	42.28	39.26	114.07	116.1	139.63	156.65	76.02	76.49	70.06	69.38	81.63	79.93
"Zm00001eb302900"	1.07	1.94	172	162.33	5.06	6.01	1.98	2.47	402.96	404.51	15.72	12.73
"Zm00001eb302940"	10.21	9.43	72.875	67.71	10.885	10.27	8.145	7.425	50.88	54.255	6.615	7.855
"Zm00001eb303040"	40.91	42.95	68.75	64.93	58.55	45.87	90.94	88.38	122.87	125.09	95.07	99.62
"Zm00001eb303080"	260.72	254.51	101.47	94.43	180.37	151.53	250	251.75	98.09	108.56	94.75	92.36
"Zm00001eb303110"	14.88	11.82	3.7	3.74	78.48	77.19	23.14	21.36	4.72	4.81	26.46	22.92
